Timestamp,Inverter_Status,AC_Power,AC_Current,AC_Voltage,AC_Frequency,DC_Current,DC_Voltage
2023-11-13 08:25:00,4.0,735.47,3.57,206.34,59.99,1.68,463.71
2023-11-13 08:30:00,4.0,943.67,4.58,206.62,59.99,2.16,457.94
2023-11-13 08:35:00,4.0,1153.25,5.57,207.13,60.0,2.64,454.78
2023-11-13 08:40:00,4.0,1322.37,6.39,207.11,60.01,3.04,451.77
2023-11-13 08:45:00,4.0,1534.58,7.4,207.67,60.01,3.56,447.26
2023-11-13 08:50:00,4.0,1699.83,8.18,207.95,60.02,3.9,450.71
2023-11-13 08:55:00,4.0,1865.33,8.97,208.18,60.02,4.32,446.32
2023-11-13 09:00:00,4.0,1990.27,9.56,208.4,60.02,4.56,450.8
2023-11-13 09:05:00,4.0,2094.0,10.07,208.15,60.02,4.74,455.76
2023-11-13 09:10:00,4.0,2188.08,10.53,208.0,60.01,4.96,454.52
2023-11-13 09:15:00,4.0,2264.63,10.89,208.09,60.01,5.16,451.81
2023-11-13 09:20:00,4.0,2349.47,11.31,207.78,59.99,5.4,449.59
2023-11-13 09:25:00,4.0,2433.93,11.68,208.47,59.97,5.6,448.39
2023-11-13 09:30:00,4.0,2516.4,12.08,208.46,60.0,5.82,445.51
2023-11-13 09:35:00,4.0,2604.5,12.47,208.94,60.02,6.02,445.45
2023-11-13 09:40:00,4.0,2690.79,12.87,209.13,60.02,6.22,445.41
2023-11-13 09:45:00,4.0,2759.77,13.19,209.22,60.02,6.38,445.15
2023-11-13 09:50:00,4.0,2848.71,13.6,209.46,60.0,6.58,444.78
2023-11-13 09:55:00,4.0,2901.57,13.86,209.42,60.0,6.72,444.99
2023-11-13 10:00:00,4.0,2961.4,14.15,209.3,60.0,6.86,444.65
2023-11-13 10:05:00,4.0,3038.62,14.54,209.05,60.0,7.06,442.75
2023-11-13 10:10:00,4.0,3086.53,14.73,209.61,60.01,7.22,440.76
2023-11-13 10:15:00,4.0,3129.77,14.93,209.66,60.01,7.36,437.69
2023-11-13 10:20:00,4.0,3177.77,15.17,209.42,59.97,7.5,435.69
2023-11-13 10:25:00,4.0,3229.03,15.42,209.5,60.01,7.64,435.4
2023-11-13 10:30:00,4.0,3298.6,15.74,209.6,60.0,7.8,435.62
2023-11-13 10:35:00,4.0,3349.0,15.95,209.94,60.0,7.92,435.52
2023-11-13 10:40:00,4.0,3380.62,16.24,208.15,60.0,8.0,435.34
2023-11-13 10:45:00,4.0,3438.73,16.54,207.84,60.0,8.14,435.22
2023-11-13 10:50:00,4.0,3464.42,16.66,207.93,59.99,8.22,434.45
2023-11-13 10:55:00,4.0,3484.93,16.77,207.83,59.99,8.3,432.17
2023-11-13 11:00:00,4.0,3516.57,16.92,207.83,60.02,8.48,427.3
2023-11-13 11:05:00,4.0,3546.58,17.05,208.0,60.0,8.58,425.77
2023-11-13 11:10:00,4.0,3560.47,17.11,208.13,60.0,8.62,425.65
2023-11-13 11:15:00,4.0,3599.0,17.27,208.36,60.02,8.72,425.47
2023-11-13 11:20:00,4.0,3630.13,17.39,208.7,59.99,8.8,425.15
2023-11-13 11:25:00,4.0,3665.4,17.55,208.89,60.0,8.86,426.32
2023-11-13 11:30:00,4.0,3684.21,17.63,208.94,60.0,8.92,425.59
2023-11-13 11:35:00,4.0,3693.0,17.64,209.36,60.0,8.94,425.83
